year	month	day	hour	minute	second	rain	flow	baseflow	quick_flow
1990	1	1	0	0	0	0.2507	0.0238	0.0238	0.0000
1990	1	2	0	0	0	0.2054	0.0260	0.0260	0.0000
1990	1	3	0	0	0	0.0158	0.0501	0.0501	0.0000
1990	1	4	0	0	0	0.0030	0.0559	0.0559	0.0000
1990	1	5	0	0	0	0.0223	0.0374	0.0374	0.0000
1990	1	6	0	0	0	0.1870	0.0337	0.0337	0.0000
1990	1	7	0	0	0	0.1500	0.0519	0.0341	0.0178
1990	1	8	0	0	0	0.0144	0.0563	0.0345	0.0218
1990	1	9	0	0	0	0.0189	0.0540	0.0350	0.0190
1990	1	10	0	0	0	0.1246	0.0450	0.0354	0.0096
1990	1	11	0	0	0	0.1378	0.0872	0.0358	0.0514
1990	1	12	0	0	0	0.0287	0.1225	0.0362	0.0863
1990	1	13	0	0	0	0.0011	0.0602	0.0366	0.0236
1990	1	14	0	0	0	0.0135	0.0422	0.0370	0.0052
1990	1	15	0	0	0	0.0550	0.0370	0.0370	0.0000
1990	1	16	0	0	0	0.1605	0.0470	0.0379	0.0091
1990	1	17	0	0	0	0.0622	0.1037	0.0383	0.0654
1990	1	18	0	0	0	0.0250	0.0621	0.0387	0.0234
1990	1	19	0	0	0	0.2694	0.0484	0.0391	0.0092
1990	1	20	0	0	0	0.0110	0.1100	0.0396	0.0704
1990	1	21	0	0	0	0.0359	0.0522	0.0400	0.0122
1990	1	22	0	0	0	0.1020	0.0472	0.0404	0.0069
1990	1	23	0	0	0	0.5016	0.0648	0.0408	0.0240
1990	1	24	0	0	0	0.1495	0.1239	0.0412	0.0827
1990	1	25	0	0	0	0.6009	0.0764	0.0416	0.0348
1990	1	26	0	0	0	0.1270	0.2274	0.0421	0.1854
1990	1	27	0	0	0	0.7577	0.1038	0.0425	0.0613
1990	1	28	0	0	0	0.5133	0.1383	0.0429	0.0954
1990	1	29	0	0	0	0.3353	0.1265	0.0433	0.0832
1990	1	30	0	0	0	0.1783	0.2761	0.0437	0.2324
1990	1	31	0	0	0	0.2754	0.2973	0.0441	0.2532
1990	2	1	0	0	0	0.3152	0.2251	0.0446	0.1805
1990	2	2	0	0	0	0.1807	0.1890	0.0450	0.1440
1990	2	3	0	0	0	0.0124	0.1492	0.0454	0.1039
1990	2	4	0	0	0	0.2973	0.1138	0.0458	0.0679
1990	2	5	0	0	0	0.0009	0.1896	0.0462	0.1434
1990	2	6	0	0	0	0.0028	0.1065	0.0466	0.0599
1990	2	7	0	0	0	1.0015	0.0899	0.0471	0.0428
1990	2	8	0	0	0	0.1495	0.2468	0.0475	0.1993
1990	2	9	0	0	0	0.0476	0.2046	0.0479	0.1567
1990	2	10	0	0	0	0.1301	0.1178	0.0483	0.0695
1990	2	11	0	0	0	0.2170	0.0943	0.0487	0.0456
1990	2	12	0	0	0	0.1710	0.0999	0.0492	0.0508
1990	2	13	0	0	0	0.2462	0.0908	0.0496	0.0413
1990	2	14	0	0	0	0.1083	0.1097	0.0500	0.0597
1990	2	15	0	0	0	0.0579	0.1068	0.0504	0.0564
1990	2	16	0	0	0	0.0063	0.0847	0.0508	0.0338
1990	2	17	0	0	0	0.1333	0.0672	0.0512	0.0160
1990	2	18	0	0	0	0.0241	0.1526	0.0517	0.1009
1990	2	19	0	0	0	0.6833	0.0970	0.0521	0.0450
1990	2	20	0	0	0	0.1602	0.2765	0.0525	0.2240
1990	2	21	0	0	0	0.1012	0.3125	0.0529	0.2596
1990	2	22	0	0	0	0.0001	0.1331	0.0533	0.0798
1990	2	23	0	0	0	0.0210	0.0828	0.0537	0.0291
1990	2	24	0	0	0	0.2121	0.0667	0.0542	0.0125
1990	2	25	0	0	0	0.2532	0.1165	0.0546	0.0619
1990	2	26	0	0	0	0.5870	0.1649	0.0550	0.1099
1990	2	27	0	0	0	0.3045	0.2099	0.0554	0.1545
1990	2	28	0	0	0	0.1640	0.1294	0.0558	0.0736
1990	3	1	0	0	0	0.1493	0.1094	0.0562	0.0532
1990	3	2	0	0	0	0.0125	0.0913	0.0567	0.0346
1990	3	3	0	0	0	0.0080	0.0785	0.0571	0.0214
1990	3	4	0	0	0	0.0472	0.1003	0.0575	0.0428
1990	3	5	0	0	0	0.0038	0.1312	0.0579	0.0733
1990	3	6	0	0	0	0.0104	0.0910	0.0583	0.0327
1990	3	7	0	0	0	0.0025	0.0670	0.0587	0.0083
1990	3	8	0	0	0	0.0663	0.0592	0.0592	0.0000
1990	3	9	0	0	0	0.0361	0.0553	0.0553	0.0000
1990	3	10	0	0	0	0.0571	0.0551	0.0515	0.0037
1990	3	11	0	0	0	0.0053	0.0507	0.0476	0.0031
1990	3	12	0	0	0	0.0012	0.0453	0.0437	0.0015
1990	3	13	0	0	0	0.2265	0.0399	0.0399	0.0000
1990	3	14	0	0	0	0.0007	0.0470	0.0408	0.0061
1990	3	15	0	0	0	0.0265	0.0418	0.0418	0.0000
1990	3	16	0	0	0	0.0000	0.0376	0.0376	0.0000
1990	3	17	0	0	0	0.0000	0.0439	0.0378	0.0061
1990	3	18	0	0	0	0.0020	0.0339	0.0339	0.0000
1990	3	19	0	0	0	0.0457	0.0307	0.0307	0.0000
1990	3	20	0	0	0	0.0042	0.0288	0.0288	0.0000
1990	3	21	0	0	0	0.0100	0.0277	0.0277	0.0000
1990	3	22	0	0	0	0.0015	0.0262	0.0262	0.0000
1990	3	23	0	0	0	0.0055	0.0250	0.0250	0.0000
1990	3	24	0	0	0	0.0937	0.0240	0.0240	0.0000
1990	3	25	0	0	0	0.0194	0.0260	0.0235	0.0026
1990	3	26	0	0	0	0.0000	0.0254	0.0229	0.0025
1990	3	27	0	0	0	0.0020	0.0239	0.0224	0.0015
1990	3	28	0	0	0	0.0004	0.0227	0.0219	0.0008
1990	3	29	0	0	0	0.0333	0.0213	0.0213	0.0000
1990	3	30	0	0	0	0.0000	0.0207	0.0207	0.0000
1990	3	31	0	0	0	0.0002	0.0200	0.0200	0.0000
1990	4	1	0	0	0	0.0001	0.0194	0.0194	0.0000
1990	4	2	0	0	0	0.0267	0.0192	0.0192	0.0000
1990	4	3	0	0	0	0.1353	0.0195	0.0189	0.0006
1990	4	4	0	0	0	0.0020	0.0192	0.0187	0.0005
1990	4	5	0	0	0	0.0423	0.0185	0.0185	0.0000
1990	4	6	0	0	0	0.0342	0.0182	0.0182	0.0000
1990	4	7	0	0	0	0.0146	0.0233	0.0181	0.0051
1990	4	8	0	0	0	0.0000	0.0204	0.0179	0.0025
1990	4	9	0	0	0	0.0004	0.0183	0.0177	0.0006
1990	4	10	0	0	0	0.0062	0.0180	0.0175	0.0005
1990	4	11	0	0	0	0.0003	0.0176	0.0174	0.0003
1990	4	12	0	0	0	0.0128	0.0170	0.0170	0.0000
1990	4	13	0	0	0	0.0126	0.0170	0.0170	0.0000
1990	4	14	0	0	0	0.0688	0.0168	0.0168	0.0000
1990	4	15	0	0	0	0.0243	0.0166	0.0166	0.0000
1990	4	16	0	0	0	0.0615	0.0185	0.0165	0.0020
1990	4	17	0	0	0	0.1112	0.0194	0.0164	0.0030
1990	4	18	0	0	0	0.0863	0.0228	0.0163	0.0065
1990	4	19	0	0	0	0.0408	0.0250	0.0162	0.0089
1990	4	20	0	0	0	0.0230	0.0289	0.0161	0.0128
1990	4	21	0	0	0	0.0257	0.0225	0.0159	0.0066
1990	4	22	0	0	0	0.0071	0.0222	0.0158	0.0063
1990	4	23	0	0	0	0.0000	0.0214	0.0157	0.0056
1990	4	24	0	0	0	0.0009	0.0187	0.0156	0.0030
1990	4	25	0	0	0	0.0025	0.0170	0.0155	0.0015
1990	4	26	0	0	0	0.1039	0.0154	0.0154	0.0000
1990	4	27	0	0	0	0.0014	0.0149	0.0149	0.0000
1990	4	28	0	0	0	0.0058	0.0184	0.0145	0.0039
1990	4	29	0	0	0	0.0002	0.0154	0.0141	0.0013
1990	4	30	0	0	0	0.0000	0.0142	0.0137	0.0005
1990	5	1	0	0	0	0.0000	0.0135	0.0132	0.0003
1990	5	2	0	0	0	0.0000	0.0128	0.0128	0.0001
1990	5	3	0	0	0	0.0000	0.0120	0.0120	0.0000
1990	5	4	0	0	0	0.0000	0.0117	0.0117	0.0000
1990	5	5	0	0	0	0.0000	0.0110	0.0110	0.0000
1990	5	6	0	0	0	0.0918	0.0110	0.0110	0.0000
1990	5	7	0	0	0	0.0203	0.0112	0.0109	0.0003
1990	5	8	0	0	0	0.2255	0.0113	0.0109	0.0004
1990	5	9	0	0	0	0.1704	0.0120	0.0108	0.0012
1990	5	10	0	0	0	0.0580	0.0135	0.0108	0.0027
1990	5	11	0	0	0	0.1816	0.0140	0.0107	0.0033
1990	5	12	0	0	0	0.0207	0.0136	0.0107	0.0029
1990	5	13	0	0	0	0.0000	0.0137	0.0106	0.0031
1990	5	14	0	0	0	0.0000	0.0126	0.0106	0.0020
1990	5	15	0	0	0	0.4060	0.0125	0.0105	0.0020
1990	5	16	0	0	0	0.0390	0.0143	0.0105	0.0038
1990	5	17	0	0	0	0.0704	0.0218	0.0104	0.0114
1990	5	18	0	0	0	0.0000	0.0183	0.0104	0.0079
1990	5	19	0	0	0	0.0003	0.0153	0.0103	0.0050
1990	5	20	0	0	0	0.0000	0.0136	0.0103	0.0033
1990	5	21	0	0	0	0.0081	0.0125	0.0102	0.0023
1990	5	22	0	0	0	0.0001	0.0117	0.0102	0.0016
1990	5	23	0	0	0	0.0000	0.0110	0.0101	0.0009
1990	5	24	0	0	0	0.0000	0.0105	0.0101	0.0005
1990	5	25	0	0	0	0.0000	0.0100	0.0100	0.0000
1990	5	26	0	0	0	0.0000	0.0097	0.0097	0.0000
1990	5	27	0	0	0	0.0000	0.0097	0.0097	0.0000
1990	5	28	0	0	0	0.0019	0.0092	0.0092	0.0000
1990	5	29	0	0	0	0.0199	0.0090	0.0090	0.0000
1990	5	30	0	0	0	0.0133	0.0092	0.0092	0.0000
1990	5	31	0	0	0	0.0002	0.0090	0.0090	0.0000
1990	6	1	0	0	0	0.0059	0.0090	0.0090	0.0000
1990	6	2	0	0	0	0.0447	0.0090	0.0090	0.0000
1990	6	3	0	0	0	0.0247	0.0090	0.0090	0.0000
1990	6	4	0	0	0	0.0192	0.0090	0.0090	0.0000
1990	6	5	0	0	0	0.0977	0.0090	0.0090	0.0000
1990	6	6	0	0	0	0.1818	0.0090	0.0090	0.0001
1990	6	7	0	0	0	0.0080	0.0090	0.0090	0.0000
1990	6	8	0	0	0	0.1757	0.0104	0.0089	0.0015
1990	6	9	0	0	0	0.2074	0.0115	0.0089	0.0025
1990	6	10	0	0	0	0.0011	0.0117	0.0089	0.0028
1990	6	11	0	0	0	0.0022	0.0105	0.0089	0.0016
1990	6	12	0	0	0	0.0455	0.0100	0.0089	0.0011
1990	6	13	0	0	0	0.0000	0.0091	0.0088	0.0003
1990	6	14	0	0	0	0.0000	0.0090	0.0088	0.0002
1990	6	15	0	0	0	0.0000	0.0088	0.0088	0.0000
1990	6	16	0	0	0	0.0000	0.0080	0.0080	0.0000
1990	6	17	0	0	0	0.0003	0.0080	0.0080	0.0000
1990	6	18	0	0	0	0.1095	0.0080	0.0080	0.0000
1990	6	19	0	0	0	0.0853	0.0080	0.0080	0.0000
1990	6	20	0	0	0	0.0571	0.0080	0.0080	0.0000
1990	6	21	0	0	0	0.1827	0.0080	0.0080	0.0000
1990	6	22	0	0	0	1.0403	0.0149	0.0082	0.0067
1990	6	23	0	0	0	0.0217	0.0213	0.0083	0.0130
1990	6	24	0	0	0	0.0743	0.0179	0.0083	0.0096
1990	6	25	0	0	0	0.0075	0.0138	0.0084	0.0054
1990	6	26	0	0	0	0.0669	0.0118	0.0084	0.0034
1990	6	27	0	0	0	0.2340	0.0114	0.0085	0.0029
1990	6	28	0	0	0	0.0022	0.0114	0.0086	0.0029
1990	6	29	0	0	0	0.0049	0.0101	0.0086	0.0015
1990	6	30	0	0	0	0.3862	0.0097	0.0087	0.0010
1990	7	1	0	0	0	0.1330	0.0142	0.0088	0.0054
1990	7	2	0	0	0	0.0330	0.0216	0.0088	0.0128
1990	7	3	0	0	0	0.0000	0.0161	0.0089	0.0073
1990	7	4	0	0	0	0.5443	0.0150	0.0089	0.0061
1990	7	5	0	0	0	0.1022	0.0363	0.0090	0.0273
1990	7	6	0	0	0	0.0011	0.0539	0.0091	0.0448
1990	7	7	0	0	0	0.3094	0.0247	0.0091	0.0156
1990	7	8	0	0	0	0.0305	0.0217	0.0092	0.0125
1990	7	9	0	0	0	0.0363	0.0321	0.0092	0.0228
1990	7	10	0	0	0	0.0005	0.0191	0.0093	0.0098
1990	7	11	0	0	0	0.0040	0.0150	0.0094	0.0056
1990	7	12	0	0	0	0.0000	0.0124	0.0094	0.0029
1990	7	13	0	0	0	0.0000	0.0110	0.0095	0.0015
1990	7	14	0	0	0	0.0000	0.0103	0.0096	0.0008
1990	7	15	0	0	0	0.1797	0.0096	0.0096	0.0000
1990	7	16	0	0	0	0.0130	0.0093	0.0093	0.0000
1990	7	17	0	0	0	0.0000	0.0090	0.0090	0.0000
1990	7	18	0	0	0	0.0000	0.0089	0.0089	0.0000
1990	7	19	0	0	0	0.0000	0.0080	0.0080	0.0000
1990	7	20	0	0	0	0.0010	0.0080	0.0080	0.0000
1990	7	21	0	0	0	0.0000	0.0070	0.0070	0.0000
1990	7	22	0	0	0	0.0000	0.0070	0.0070	0.0000
1990	7	23	0	0	0	0.0000	0.0070	0.0070	0.0000
1990	7	24	0	0	0	0.0000	0.0070	0.0070	0.0000
1990	7	25	0	0	0	0.0000	0.0070	0.0070	0.0000
1990	7	26	0	0	0	0.0000	0.0070	0.0070	0.0000
1990	7	27	0	0	0	0.0302	0.0070	0.0070	0.0000
1990	7	28	0	0	0	0.0049	0.0070	0.0070	0.0000
1990	7	29	0	0	0	0.0282	0.0070	0.0070	0.0000
1990	7	30	0	0	0	0.0336	0.0068	0.0068	0.0000
1990	7	31	0	0	0	0.0000	0.0060	0.0060	0.0000
1990	8	1	0	0	0	0.0000	0.0060	0.0060	0.0000
1990	8	2	0	0	0	0.0000	0.0060	0.0060	0.0000
1990	8	3	0	0	0	0.0000	0.0060	0.0060	0.0000
1990	8	4	0	0	0	0.0007	0.0060	0.0060	0.0000
1990	8	5	0	0	0	0.0159	0.0055	0.0055	0.0000
1990	8	6	0	0	0	0.1289	0.0050	0.0050	0.0000
1990	8	7	0	0	0	0.0022	0.0050	0.0050	0.0000
1990	8	8	0	0	0	0.0025	0.0059	0.0056	0.0003
1990	8	9	0	0	0	0.0415	0.0054	0.0054	0.0000
1990	8	10	0	0	0	0.0537	0.0060	0.0060	0.0000
1990	8	11	0	0	0	0.0087	0.0057	0.0057	0.0000
1990	8	12	0	0	0	0.0000	0.0058	0.0058	0.0000
1990	8	13	0	0	0	0.0117	0.0054	0.0054	0.0000
1990	8	14	0	0	0	0.0349	0.0053	0.0053	0.0000
1990	8	15	0	0	0	0.1923	0.0060	0.0060	0.0000
1990	8	16	0	0	0	0.0760	0.0060	0.0060	0.0000
1990	8	17	0	0	0	0.0690	0.0060	0.0060	0.0000
1990	8	18	0	0	0	0.0000	0.0060	0.0060	0.0000
1990	8	19	0	0	0	0.4340	0.0070	0.0070	0.0000
1990	8	20	0	0	0	0.0017	0.0085	0.0085	0.0000
1990	8	21	0	0	0	0.0166	0.0107	0.0090	0.0017
1990	8	22	0	0	0	0.0000	0.0082	0.0082	0.0000
1990	8	23	0	0	0	0.0000	0.0070	0.0070	0.0000
1990	8	24	0	0	0	0.8715	0.0098	0.0098	0.0000
1990	8	25	0	0	0	0.0307	0.0160	0.0091	0.0069
1990	8	26	0	0	0	0.0005	0.0107	0.0085	0.0023
1990	8	27	0	0	0	0.0000	0.0081	0.0078	0.0003
1990	8	28	0	0	0	0.0060	0.0071	0.0071	0.0000
1990	8	29	0	0	0	0.2563	0.0070	0.0070	0.0000
1990	8	30	0	0	0	0.0685	0.0076	0.0069	0.0007
1990	8	31	0	0	0	0.0301	0.0075	0.0068	0.0006
1990	9	1	0	0	0	0.0174	0.0070	0.0067	0.0003
1990	9	2	0	0	0	0.0695	0.0070	0.0066	0.0004
1990	9	3	0	0	0	0.0126	0.0070	0.0065	0.0005
1990	9	4	0	0	0	0.0005	0.0070	0.0064	0.0006
1990	9	5	0	0	0	0.0460	0.0063	0.0063	0.0000
1990	9	6	0	0	0	0.0615	0.0064	0.0064	0.0000
1990	9	7	0	0	0	0.0100	0.0063	0.0063	0.0000
1990	9	8	0	0	0	0.0001	0.0064	0.0064	0.0001
1990	9	9	0	0	0	0.0000	0.0079	0.0063	0.0016
1990	9	10	0	0	0	0.0000	0.0070	0.0063	0.0007
1990	9	11	0	0	0	0.0000	0.0060	0.0060	0.0000
1990	9	12	0	0	0	0.0000	0.0060	0.0060	0.0000
1990	9	13	0	0	0	0.0000	0.0060	0.0060	0.0000
1990	9	14	0	0	0	0.0000	0.0060	0.0060	0.0000
1990	9	15	0	0	0	0.0000	0.0057	0.0057	0.0000
1990	9	16	0	0	0	0.0193	0.0055	0.0055	0.0000
1990	9	17	0	0	0	0.1013	0.0060	0.0060	0.0000
1990	9	18	0	0	0	0.0737	0.0060	0.0060	0.0000
1990	9	19	0	0	0	0.2552	0.0060	0.0060	0.0000
1990	9	20	0	0	0	0.0707	0.0160	0.0063	0.0097
1990	9	21	0	0	0	0.0029	0.0121	0.0066	0.0055
1990	9	22	0	0	0	0.0236	0.0144	0.0069	0.0074
1990	9	23	0	0	0	0.0145	0.0100	0.0072	0.0027
1990	9	24	0	0	0	0.3603	0.0081	0.0076	0.0005
1990	9	25	0	0	0	0.0025	0.0088	0.0079	0.0009
1990	9	26	0	0	0	0.0000	0.0117	0.0082	0.0036
1990	9	27	0	0	0	0.0001	0.0102	0.0085	0.0017
1990	9	28	0	0	0	0.0235	0.0088	0.0088	0.0000
1990	9	29	0	0	0	0.1011	0.0080	0.0080	0.0000
1990	9	30	0	0	0	0.4845	0.0099	0.0084	0.0014
1990	10	1	0	0	0	0.0058	0.0159	0.0089	0.0070
1990	10	2	0	0	0	0.0132	0.0146	0.0093	0.0053
1990	10	3	0	0	0	0.2712	0.0112	0.0098	0.0014
1990	10	4	0	0	0	0.0747	0.0253	0.0102	0.0151
1990	10	5	0	0	0	0.1269	0.0181	0.0106	0.0074
1990	10	6	0	0	0	0.2331	0.0487	0.0111	0.0376
1990	10	7	0	0	0	0.0000	0.0955	0.0115	0.0839
1990	10	8	0	0	0	0.0000	0.0340	0.0120	0.0220
1990	10	9	0	0	0	0.0364	0.0187	0.0124	0.0063
1990	10	10	0	0	0	0.0691	0.0160	0.0128	0.0031
1990	10	11	0	0	0	0.4914	0.0233	0.0133	0.0101
1990	10	12	0	0	0	0.0000	0.0682	0.0137	0.0545
1990	10	13	0	0	0	0.0017	0.0301	0.0142	0.0160
1990	10	14	0	0	0	0.0010	0.0190	0.0146	0.0044
1990	10	15	0	0	0	0.0959	0.0150	0.0150	0.0000
1990	10	16	0	0	0	0.0666	0.0134	0.0134	0.0000
1990	10	17	0	0	0	0.0024	0.0147	0.0138	0.0010
1990	10	18	0	0	0	0.1373	0.0147	0.0141	0.0006
1990	10	19	0	0	0	0.2600	0.0140	0.0140	0.0000
1990	10	20	0	0	0	0.0476	0.0440	0.0149	0.0292
1990	10	21	0	0	0	0.0105	0.0454	0.0152	0.0302
1990	10	22	0	0	0	0.0002	0.0296	0.0156	0.0140
1990	10	23	0	0	0	0.0000	0.0204	0.0159	0.0045
1990	10	24	0	0	0	0.1184	0.0163	0.0163	0.0000
1990	10	25	0	0	0	0.0330	0.0148	0.0148	0.0000
1990	10	26	0	0	0	0.3497	0.0187	0.0147	0.0039
1990	10	27	0	0	0	0.0577	0.0417	0.0147	0.0270
1990	10	28	0	0	0	0.3329	0.0255	0.0146	0.0108
1990	10	29	0	0	0	0.1219	0.0611	0.0146	0.0465
1990	10	30	0	0	0	0.3802	0.0493	0.0145	0.0347
1990	10	31	0	0	0	0.0679	0.0935	0.0145	0.0790
1990	11	1	0	0	0	0.0044	0.0635	0.0144	0.0491
1990	11	2	0	0	0	0.0814	0.0338	0.0144	0.0194
1990	11	3	0	0	0	0.0628	0.0250	0.0143	0.0107
1990	11	4	0	0	0	0.0414	0.0204	0.0143	0.0061
1990	11	5	0	0	0	0.0422	0.0184	0.0142	0.0042
1990	11	6	0	0	0	0.0255	0.0168	0.0142	0.0026
1990	11	7	0	0	0	0.0174	0.0154	0.0141	0.0012
1990	11	8	0	0	0	0.0009	0.0150	0.0141	0.0009
1990	11	9	0	0	0	0.0095	0.0145	0.0140	0.0005
1990	11	10	0	0	0	0.0661	0.0140	0.0140	0.0000
1990	11	11	0	0	0	0.0793	0.0130	0.0130	0.0000
1990	11	12	0	0	0	0.0196	0.0151	0.0131	0.0020
1990	11	13	0	0	0	0.0535	0.0157	0.0132	0.0025
1990	11	14	0	0	0	0.0781	0.0152	0.0133	0.0019
1990	11	15	0	0	0	0.0071	0.0201	0.0134	0.0068
1990	11	16	0	0	0	0.2970	0.0264	0.0134	0.0129
1990	11	17	0	0	0	0.0443	0.1294	0.0135	0.1158
1990	11	18	0	0	0	0.2249	0.0668	0.0136	0.0532
1990	11	19	0	0	0	0.0625	0.0534	0.0137	0.0397
1990	11	20	0	0	0	0.0003	0.0491	0.0138	0.0353
1990	11	21	0	0	0	0.0475	0.0338	0.0139	0.0199
1990	11	22	0	0	0	0.0112	0.0254	0.0139	0.0115
1990	11	23	0	0	0	0.0066	0.0218	0.0140	0.0077
1990	11	24	0	0	0	0.1622	0.0192	0.0141	0.0051
1990	11	25	0	0	0	0.2384	0.0186	0.0142	0.0044
1990	11	26	0	0	0	0.1857	0.0540	0.0143	0.0397
1990	11	27	0	0	0	0.0833	0.0616	0.0143	0.0472
1990	11	28	0	0	0	0.0014	0.0383	0.0144	0.0239
1990	11	29	0	0	0	0.0030	0.0278	0.0145	0.0133
1990	11	30	0	0	0	0.0002	0.0231	0.0146	0.0085
1990	12	1	0	0	0	0.0000	0.0202	0.0147	0.0055
1990	12	2	0	0	0	0.0001	0.0183	0.0148	0.0035
1990	12	3	0	0	0	0.0003	0.0169	0.0148	0.0020
1990	12	4	0	0	0	0.0000	0.0159	0.0149	0.0010
1990	12	5	0	0	0	0.0000	0.0150	0.0150	0.0000
1990	12	6	0	0	0	0.0275	0.0140	0.0140	0.0000
1990	12	7	0	0	0	1.1516	0.0147	0.0147	0.0000
1990	12	8	0	0	0	1.3461	0.0986	0.0218	0.0768
1990	12	9	0	0	0	0.1935	0.1653	0.0257	0.1396
1990	12	10	0	0	0	0.0771	0.1349	0.0296	0.1053
1990	12	11	0	0	0	0.0955	0.1390	0.0334	0.1056
1990	12	12	0	0	0	0.0022	0.1762	0.0373	0.1389
1990	12	13	0	0	0	0.0124	0.1262	0.0412	0.0849
1990	12	14	0	0	0	0.0000	0.0644	0.0451	0.0193
1990	12	15	0	0	0	0.0149	0.0490	0.0490	0.0000
1990	12	16	0	0	0	0.0331	0.0413	0.0413	0.0000
1990	12	17	0	0	0	0.0122	0.0528	0.0417	0.0111
1990	12	18	0	0	0	0.0369	0.0455	0.0422	0.0033
1990	12	19	0	0	0	0.0221	0.0375	0.0375	0.0000
1990	12	20	0	0	0	0.1486	0.0330	0.0330	0.0000
1990	12	21	0	0	0	0.0086	0.1098	0.0436	0.0662
1990	12	22	0	0	0	0.0727	0.0983	0.0440	0.0542
1990	12	23	0	0	0	0.0265	0.1713	0.0445	0.1268
1990	12	24	0	0	0	0.0364	0.0867	0.0450	0.0418
1990	12	25	0	0	0	0.7264	0.0658	0.0454	0.0204
1990	12	26	0	0	0	0.4985	0.1604	0.0459	0.1145
1990	12	27	0	0	0	0.1631	0.2411	0.0463	0.1947
1990	12	28	0	0	0	0.6071	0.1175	0.0468	0.0707
1990	12	29	0	0	0	0.0697	0.2308	0.0473	0.1835
1990	12	30	0	0	0	0.1587	0.1517	0.0477	0.1040
1990	12	31	0	0	0	0.2441	0.0959	0.0482	0.0477
1991	1	1	0	0	0	0.5941	0.1252	0.0486	0.0766
1991	1	2	0	0	0	0.1019	0.2598	0.0491	0.2107
1991	1	3	0	0	0	0.1575	0.2547	0.0495	0.2052
1991	1	4	0	0	0	0.0463	0.1250	0.0500	0.0750
1991	1	5	0	0	0	0.5589	0.1038	0.0505	0.0533
1991	1	6	0	0	0	0.3745	0.2009	0.0509	0.1500
1991	1	7	0	0	0	0.1490	0.2535	0.0514	0.2021
1991	1	8	0	0	0	0.4945	0.1206	0.0518	0.0688
1991	1	9	0	0	0	0.2991	0.1338	0.0523	0.0815
1991	1	10	0	0	0	0.1958	0.1568	0.0527	0.1040
1991	1	11	0	0	0	0.0099	0.1675	0.0532	0.1143
1991	1	12	0	0	0	0.1252	0.1386	0.0537	0.0850
1991	1	13	0	0	0	0.0000	0.1099	0.0541	0.0558
1991	1	14	0	0	0	0.0000	0.0796	0.0546	0.0250
1991	1	15	0	0	0	0.0010	0.0643	0.0550	0.0092
1991	1	16	0	0	0	0.0010	0.0555	0.0555	0.0000
1991	1	17	0	0	0	0.1029	0.0492	0.0492	0.0000
1991	1	18	0	0	0	0.2109	0.0765	0.0480	0.0285
1991	1	19	0	0	0	0.0028	0.1447	0.0468	0.0979
1991	1	20	0	0	0	0.0216	0.1174	0.0456	0.0718
1991	1	21	0	0	0	0.0000	0.1250	0.0444	0.0806
1991	1	22	0	0	0	0.0000	0.0726	0.0432	0.0294
1991	1	23	0	0	0	0.0621	0.0548	0.0420	0.0128
1991	1	24	0	0	0	0.0514	0.0484	0.0408	0.0076
1991	1	25	0	0	0	0.0000	0.0525	0.0396	0.0130
1991	1	26	0	0	0	0.0000	0.0473	0.0384	0.0089
1991	1	27	0	0	0	0.0000	0.0415	0.0372	0.0044
1991	1	28	0	0	0	0.0028	0.0386	0.0360	0.0026
1991	1	29	0	0	0	0.0000	0.0364	0.0348	0.0016
1991	1	30	0	0	0	0.0018	0.0343	0.0336	0.0007
1991	1	31	0	0	0	0.0109	0.0323	0.0323	0.0000
1991	2	1	0	0	0	0.1280	0.0312	0.0312	0.0000
1991	2	2	0	0	0	0.0046	0.0299	0.0299	0.0000
1991	2	3	0	0	0	0.0021	0.0286	0.0286	0.0000
1991	2	4	0	0	0	0.0000	0.0280	0.0280	0.0000
1991	2	5	0	0	0	0.0067	0.0265	0.0265	0.0000
1991	2	6	0	0	0	0.1203	0.0254	0.0254	0.0000
1991	2	7	0	0	0	0.3368	0.0250	0.0250	0.0000
1991	2	8	0	0	0	0.2449	0.0250	0.0250	0.0000
1991	2	9	0	0	0	0.2644	0.0250	0.0250	0.0000
1991	2	10	0	0	0	0.2086	0.0253	0.0253	0.0000
1991	2	11	0	0	0	0.1359	0.0248	0.0248	0.0000
1991	2	12	0	0	0	0.0971	0.0240	0.0240	0.0000
1991	2	13	0	0	0	0.0139	0.0245	0.0245	0.0000
1991	2	14	0	0	0	0.0531	0.0235	0.0235	0.0000
1991	2	15	0	0	0	0.1502	0.0309	0.0309	0.0000
1991	2	16	0	0	0	0.0098	0.0815	0.0663	0.0151
1991	2	17	0	0	0	0.0001	0.0843	0.0722	0.0121
1991	2	18	0	0	0	0.0000	0.0781	0.0781	0.0000
1991	2	19	0	0	0	0.0018	0.0691	0.0691	0.0000
1991	2	20	0	0	0	0.0782	0.0753	0.0753	0.0000
1991	2	21	0	0	0	0.4708	0.1727	0.0747	0.0980
1991	2	22	0	0	0	0.3670	0.2623	0.0741	0.1882
1991	2	23	0	0	0	0.9676	0.2870	0.0735	0.2135
1991	2	24	0	0	0	0.1662	0.4389	0.0729	0.3660
1991	2	25	0	0	0	0.0042	0.4108	0.0723	0.3385
1991	2	26	0	0	0	0.0287	0.2427	0.0717	0.1711
1991	2	27	0	0	0	0.2531	0.1583	0.0711	0.0873
