1990	 1	 1	 0	 0	 0	 2.507083e-01	 2.379167e-02	 2.379167e-02	 0	
1990	 1	 2	 0	 0	 0	 2.053750e-01	 2.595833e-02	 2.595833e-02	 0	
1990	 1	 3	 0	 0	 0	 1.583333e-02	 5.008333e-02	 5.008333e-02	 0	
1990	 1	 4	 0	 0	 0	 3.041667e-03	 5.591667e-02	 5.591667e-02	 0	
1990	 1	 5	 0	 0	 0	 2.225000e-02	 3.741667e-02	 3.741667e-02	 0	
1990	 1	 6	 0	 0	 0	 1.869583e-01	 3.370833e-02	 3.370833e-02	 0	
1990	 1	 7	 0	 0	 0	 1.500000e-01	 5.191667e-02	 3.412568e-02	 1.779098e-02	
1990	 1	 8	 0	 0	 0	 1.437500e-02	 5.633333e-02	 3.454303e-02	 2.179030e-02	
1990	 1	 9	 0	 0	 0	 1.891667e-02	 5.395833e-02	 3.496038e-02	 1.899795e-02	
1990	 1	 10	 0	 0	 0	 1.245833e-01	 4.495833e-02	 3.537773e-02	 9.580601e-03	
1990	 1	 11	 0	 0	 0	 1.377917e-01	 8.720833e-02	 3.579508e-02	 5.141325e-02	
1990	 1	 12	 0	 0	 0	 2.866667e-02	 1.225417e-01	 3.621243e-02	 8.632923e-02	
1990	 1	 13	 0	 0	 0	 1.125000e-03	 6.020833e-02	 3.662978e-02	 2.357855e-02	
1990	 1	 14	 0	 0	 0	 1.345833e-02	 4.220833e-02	 3.704713e-02	 5.161202e-03	
1990	 1	 15	 0	 0	 0	 5.500000e-02	 3.704167e-02	 3.704167e-02	 0	
1990	 1	 16	 0	 0	 0	 1.605000e-01	 4.700000e-02	 3.788183e-02	 9.118169e-03	
1990	 1	 17	 0	 0	 0	 6.225000e-02	 1.037083e-01	 3.829918e-02	 6.540915e-02	
1990	 1	 18	 0	 0	 0	 2.504167e-02	 6.208333e-02	 3.871653e-02	 2.336680e-02	
1990	 1	 19	 0	 0	 0	 2.694167e-01	 4.837500e-02	 3.913388e-02	 9.241120e-03	
1990	 1	 20	 0	 0	 0	 1.095833e-02	 1.100000e-01	 3.955123e-02	 7.044877e-02	
1990	 1	 21	 0	 0	 0	 3.587500e-02	 5.220833e-02	 3.996858e-02	 1.223975e-02	
1990	 1	 22	 0	 0	 0	 1.020000e-01	 4.725000e-02	 4.038593e-02	 6.864071e-03	
1990	 1	 23	 0	 0	 0	 5.016250e-01	 6.483333e-02	 4.080328e-02	 2.403005e-02	
1990	 1	 24	 0	 0	 0	 1.495417e-01	 1.239167e-01	 4.122063e-02	 8.269604e-02	
1990	 1	 25	 0	 0	 0	 6.008750e-01	 7.641667e-02	 4.163798e-02	 3.477869e-02	
1990	 1	 26	 0	 0	 0	 1.270000e-01	 2.274167e-01	 4.205533e-02	 1.853613e-01	
1990	 1	 27	 0	 0	 0	 7.577083e-01	 1.037500e-01	 4.247268e-02	 6.127732e-02	
1990	 1	 28	 0	 0	 0	 5.133333e-01	 1.382500e-01	 4.289003e-02	 9.535997e-02	
1990	 1	 29	 0	 0	 0	 3.353333e-01	 1.265000e-01	 4.330738e-02	 8.319262e-02	
1990	 1	 30	 0	 0	 0	 1.782917e-01	 2.761250e-01	 4.372473e-02	 2.324003e-01	
1990	 1	 31	 0	 0	 0	 2.754167e-01	 2.973333e-01	 4.414208e-02	 2.531913e-01	
1990	 2	 1	 0	 0	 0	 3.151667e-01	 2.250833e-01	 4.455943e-02	 1.805239e-01	
1990	 2	 2	 0	 0	 0	 1.806667e-01	 1.889583e-01	 4.497678e-02	 1.439816e-01	
1990	 2	 3	 0	 0	 0	 1.237500e-02	 1.492500e-01	 4.539413e-02	 1.038559e-01	
1990	 2	 4	 0	 0	 0	 2.972500e-01	 1.137500e-01	 4.581148e-02	 6.793852e-02	
1990	 2	 5	 0	 0	 0	 8.750000e-04	 1.895833e-01	 4.622883e-02	 1.433545e-01	
1990	 2	 6	 0	 0	 0	 2.750000e-03	 1.065000e-01	 4.664617e-02	 5.985383e-02	
1990	 2	 7	 0	 0	 0	 1.001542e+00	 8.987500e-02	 4.706352e-02	 4.281148e-02	
1990	 2	 8	 0	 0	 0	 1.494583e-01	 2.467917e-01	 4.748087e-02	 1.993108e-01	
1990	 2	 9	 0	 0	 0	 4.762500e-02	 2.045833e-01	 4.789822e-02	 1.566851e-01	
1990	 2	 10	 0	 0	 0	 1.301250e-01	 1.178333e-01	 4.831557e-02	 6.951776e-02	
1990	 2	 11	 0	 0	 0	 2.170000e-01	 9.429167e-02	 4.873292e-02	 4.555874e-02	
1990	 2	 12	 0	 0	 0	 1.710417e-01	 9.991667e-02	 4.915027e-02	 5.076639e-02	
1990	 2	 13	 0	 0	 0	 2.462500e-01	 9.083333e-02	 4.956762e-02	 4.126571e-02	
1990	 2	 14	 0	 0	 0	 1.082917e-01	 1.097083e-01	 4.998497e-02	 5.972336e-02	
1990	 2	 15	 0	 0	 0	 5.791667e-02	 1.067917e-01	 5.040232e-02	 5.638934e-02	
1990	 2	 16	 0	 0	 0	 6.333333e-03	 8.466667e-02	 5.081967e-02	 3.384699e-02	
1990	 2	 17	 0	 0	 0	 1.332917e-01	 6.720833e-02	 5.123702e-02	 1.597131e-02	
1990	 2	 18	 0	 0	 0	 2.412500e-02	 1.525833e-01	 5.165437e-02	 1.009290e-01	
1990	 2	 19	 0	 0	 0	 6.832917e-01	 9.704167e-02	 5.207172e-02	 4.496995e-02	
1990	 2	 20	 0	 0	 0	 1.601667e-01	 2.764583e-01	 5.248907e-02	 2.239693e-01	
1990	 2	 21	 0	 0	 0	 1.012083e-01	 3.125000e-01	 5.290642e-02	 2.595936e-01	
1990	 2	 22	 0	 0	 0	 1.250000e-04	 1.331250e-01	 5.332377e-02	 7.980123e-02	
1990	 2	 23	 0	 0	 0	 2.100000e-02	 8.279167e-02	 5.374112e-02	 2.905055e-02	
1990	 2	 24	 0	 0	 0	 2.120833e-01	 6.666667e-02	 5.415847e-02	 1.250820e-02	
1990	 2	 25	 0	 0	 0	 2.532083e-01	 1.164583e-01	 5.457582e-02	 6.188251e-02	
1990	 2	 26	 0	 0	 0	 5.869583e-01	 1.648750e-01	 5.499317e-02	 1.098818e-01	
1990	 2	 27	 0	 0	 0	 3.045417e-01	 2.099167e-01	 5.541052e-02	 1.545061e-01	
1990	 2	 28	 0	 0	 0	 1.640000e-01	 1.294167e-01	 5.582787e-02	 7.358880e-02	
1990	 3	 1	 0	 0	 0	 1.492917e-01	 1.094167e-01	 5.624522e-02	 5.317145e-02	
1990	 3	 2	 0	 0	 0	 1.245833e-02	 9.129167e-02	 5.666257e-02	 3.462910e-02	
1990	 3	 3	 0	 0	 0	 7.958333e-03	 7.850000e-02	 5.707992e-02	 2.142008e-02	
1990	 3	 4	 0	 0	 0	 4.720833e-02	 1.003333e-01	 5.749727e-02	 4.283607e-02	
1990	 3	 5	 0	 0	 0	 3.833333e-03	 1.311667e-01	 5.791462e-02	 7.325205e-02	
1990	 3	 6	 0	 0	 0	 1.041667e-02	 9.104167e-02	 5.833197e-02	 3.270970e-02	
1990	 3	 7	 0	 0	 0	 2.500000e-03	 6.704167e-02	 5.874932e-02	 8.292350e-03	
